group_type,group_id,group_size,label_conflict,labels_present,cross_split,splits_present,exact_text_variants,member_ids,id,split,target,text,canonical_text
exact,exact_6b7aaa9c3d7ebf3c,3,True,0;1,True,heldout;train,1,5662;5699;5710,5662,heldout,1,"Who is bringing the tornadoes and floods. Who is bringing the climate change. God is after America He is plaguing her
 
#FARRAKHAN #QUOTE",who is bringing the tornadoes and floods. who is bringing the climate change. god is after america he is plaguing her #farrakhan #quote
exact,exact_6b7aaa9c3d7ebf3c,3,True,0;1,True,heldout;train,1,5662;5699;5710,5699,train,0,"Who is bringing the tornadoes and floods. Who is bringing the climate change. God is after America He is plaguing her
 
#FARRAKHAN #QUOTE",who is bringing the tornadoes and floods. who is bringing the climate change. god is after america he is plaguing her #farrakhan #quote
exact,exact_6b7aaa9c3d7ebf3c,3,True,0;1,True,heldout;train,1,5662;5699;5710,5710,train,0,"Who is bringing the tornadoes and floods. Who is bringing the climate change. God is after America He is plaguing her
 
#FARRAKHAN #QUOTE",who is bringing the tornadoes and floods. who is bringing the climate change. god is after america he is plaguing her #farrakhan #quote
exact,exact_9783b610fb584ff6,3,True,0;1,True,heldout;train,1,5996;6023;6031,5996,train,1,#foodscare #offers2go #NestleIndia slips into loss after #Magginoodle #ban unsafe and hazardous for #humanconsumption,#foodscare #offers2go #nestleindia slips into loss after #magginoodle #ban unsafe and hazardous for #humanconsumption
exact,exact_9783b610fb584ff6,3,True,0;1,True,heldout;train,1,5996;6023;6031,6023,heldout,1,#foodscare #offers2go #NestleIndia slips into loss after #Magginoodle #ban unsafe and hazardous for #humanconsumption,#foodscare #offers2go #nestleindia slips into loss after #magginoodle #ban unsafe and hazardous for #humanconsumption
exact,exact_9783b610fb584ff6,3,True,0;1,True,heldout;train,1,5996;6023;6031,6031,train,0,#foodscare #offers2go #NestleIndia slips into loss after #Magginoodle #ban unsafe and hazardous for #humanconsumption,#foodscare #offers2go #nestleindia slips into loss after #magginoodle #ban unsafe and hazardous for #humanconsumption
exact,exact_7f6ee80299df89a9,2,True,0;1,True,heldout;train,1,6113;6134,6113,train,0,Hellfire! We donÛªt even want to think about it or mention it so letÛªs not do anything that leads to it #islam!,hellfire! we donûat even want to think about it or mention it so letûas not do anything that leads to it #islam!
exact,exact_7f6ee80299df89a9,2,True,0;1,True,heldout;train,1,6113;6134,6134,heldout,1,Hellfire! We donÛªt even want to think about it or mention it so letÛªs not do anything that leads to it #islam!,hellfire! we donûat even want to think about it or mention it so letûas not do anything that leads to it #islam!
exact,exact_83cad398713ae499,2,True,0;1,True,dev;heldout,1,8018;8044,8018,heldout,1,wowo--=== 12000 Nigerian refugees repatriated from Cameroon,wowo--=== 12000 nigerian refugees repatriated from cameroon
exact,exact_83cad398713ae499,2,True,0;1,True,dev;heldout,1,8018;8044,8044,dev,0,wowo--=== 12000 Nigerian refugees repatriated from Cameroon,wowo--=== 12000 nigerian refugees repatriated from cameroon
exact,exact_8979ac53f2d2c95a,2,True,0;1,False,heldout,1,6220;6223,6220,heldout,0,RT NotExplained: The only known image of infamous hijacker D.B. Cooper. http://t.co/JlzK2HdeTG,rt notexplained: the only known image of infamous hijacker d.b. cooper. <url>
exact,exact_8979ac53f2d2c95a,2,True,0;1,False,heldout,1,6220;6223,6223,heldout,1,RT NotExplained: The only known image of infamous hijacker D.B. Cooper. http://t.co/JlzK2HdeTG,rt notexplained: the only known image of infamous hijacker d.b. cooper. <url>
exact,exact_d095808043717432,10,False,1,True,dev;heldout;train,1,5113;5127;5130;5137;5140;5144;5145;5153;5157;5159,5113,train,1,11-Year-Old Boy Charged With Manslaughter of Toddler: Report: An 11-year-old boy has been charged with manslaughter over the fatal sh...,11-year-old boy charged with manslaughter of toddler: report: an 11-year-old boy has been charged with manslaughter over the fatal sh...
exact,exact_d095808043717432,10,False,1,True,dev;heldout;train,1,5113;5127;5130;5137;5140;5144;5145;5153;5157;5159,5127,train,1,11-Year-Old Boy Charged With Manslaughter of Toddler: Report: An 11-year-old boy has been charged with manslaughter over the fatal sh...,11-year-old boy charged with manslaughter of toddler: report: an 11-year-old boy has been charged with manslaughter over the fatal sh...
exact,exact_d095808043717432,10,False,1,True,dev;heldout;train,1,5113;5127;5130;5137;5140;5144;5145;5153;5157;5159,5130,train,1,11-Year-Old Boy Charged With Manslaughter of Toddler: Report: An 11-year-old boy has been charged with manslaughter over the fatal sh...,11-year-old boy charged with manslaughter of toddler: report: an 11-year-old boy has been charged with manslaughter over the fatal sh...
exact,exact_d095808043717432,10,False,1,True,dev;heldout;train,1,5113;5127;5130;5137;5140;5144;5145;5153;5157;5159,5137,heldout,1,11-Year-Old Boy Charged With Manslaughter of Toddler: Report: An 11-year-old boy has been charged with manslaughter over the fatal sh...,11-year-old boy charged with manslaughter of toddler: report: an 11-year-old boy has been charged with manslaughter over the fatal sh...
exact,exact_d095808043717432,10,False,1,True,dev;heldout;train,1,5113;5127;5130;5137;5140;5144;5145;5153;5157;5159,5140,dev,1,11-Year-Old Boy Charged With Manslaughter of Toddler: Report: An 11-year-old boy has been charged with manslaughter over the fatal sh...,11-year-old boy charged with manslaughter of toddler: report: an 11-year-old boy has been charged with manslaughter over the fatal sh...
exact,exact_d095808043717432,10,False,1,True,dev;heldout;train,1,5113;5127;5130;5137;5140;5144;5145;5153;5157;5159,5144,train,1,11-Year-Old Boy Charged With Manslaughter of Toddler: Report: An 11-year-old boy has been charged with manslaughter over the fatal sh...,11-year-old boy charged with manslaughter of toddler: report: an 11-year-old boy has been charged with manslaughter over the fatal sh...
exact,exact_d095808043717432,10,False,1,True,dev;heldout;train,1,5113;5127;5130;5137;5140;5144;5145;5153;5157;5159,5145,train,1,11-Year-Old Boy Charged With Manslaughter of Toddler: Report: An 11-year-old boy has been charged with manslaughter over the fatal sh...,11-year-old boy charged with manslaughter of toddler: report: an 11-year-old boy has been charged with manslaughter over the fatal sh...
exact,exact_d095808043717432,10,False,1,True,dev;heldout;train,1,5113;5127;5130;5137;5140;5144;5145;5153;5157;5159,5153,train,1,11-Year-Old Boy Charged With Manslaughter of Toddler: Report: An 11-year-old boy has been charged with manslaughter over the fatal sh...,11-year-old boy charged with manslaughter of toddler: report: an 11-year-old boy has been charged with manslaughter over the fatal sh...
exact,exact_d095808043717432,10,False,1,True,dev;heldout;train,1,5113;5127;5130;5137;5140;5144;5145;5153;5157;5159,5157,heldout,1,11-Year-Old Boy Charged With Manslaughter of Toddler: Report: An 11-year-old boy has been charged with manslaughter over the fatal sh...,11-year-old boy charged with manslaughter of toddler: report: an 11-year-old boy has been charged with manslaughter over the fatal sh...
exact,exact_d095808043717432,10,False,1,True,dev;heldout;train,1,5113;5127;5130;5137;5140;5144;5145;5153;5157;5159,5159,heldout,1,11-Year-Old Boy Charged With Manslaughter of Toddler: Report: An 11-year-old boy has been charged with manslaughter over the fatal sh...,11-year-old boy charged with manslaughter of toddler: report: an 11-year-old boy has been charged with manslaughter over the fatal sh...
exact,exact_821a6a8678126aa8,6,False,1,True,heldout;train,1,9095;9098;9107;9113;9114;9135,9095,heldout,1,#Bestnaijamade: 16yr old PKK suicide bomber who detonated bomb in ... http://t.co/KSAwlYuX02 bestnaijamade bestnaijamade bestnaijamade beÛ_,#bestnaijamade: 16yr old pkk suicide bomber who detonated bomb in ... <url> bestnaijamade bestnaijamade bestnaijamade beû_
exact,exact_821a6a8678126aa8,6,False,1,True,heldout;train,1,9095;9098;9107;9113;9114;9135,9098,train,1,#Bestnaijamade: 16yr old PKK suicide bomber who detonated bomb in ... http://t.co/KSAwlYuX02 bestnaijamade bestnaijamade bestnaijamade beÛ_,#bestnaijamade: 16yr old pkk suicide bomber who detonated bomb in ... <url> bestnaijamade bestnaijamade bestnaijamade beû_
exact,exact_821a6a8678126aa8,6,False,1,True,heldout;train,1,9095;9098;9107;9113;9114;9135,9107,train,1,#Bestnaijamade: 16yr old PKK suicide bomber who detonated bomb in ... http://t.co/KSAwlYuX02 bestnaijamade bestnaijamade bestnaijamade beÛ_,#bestnaijamade: 16yr old pkk suicide bomber who detonated bomb in ... <url> bestnaijamade bestnaijamade bestnaijamade beû_
exact,exact_821a6a8678126aa8,6,False,1,True,heldout;train,1,9095;9098;9107;9113;9114;9135,9113,heldout,1,#Bestnaijamade: 16yr old PKK suicide bomber who detonated bomb in ... http://t.co/KSAwlYuX02 bestnaijamade bestnaijamade bestnaijamade beÛ_,#bestnaijamade: 16yr old pkk suicide bomber who detonated bomb in ... <url> bestnaijamade bestnaijamade bestnaijamade beû_
exact,exact_821a6a8678126aa8,6,False,1,True,heldout;train,1,9095;9098;9107;9113;9114;9135,9114,train,1,#Bestnaijamade: 16yr old PKK suicide bomber who detonated bomb in ... http://t.co/KSAwlYuX02 bestnaijamade bestnaijamade bestnaijamade beÛ_,#bestnaijamade: 16yr old pkk suicide bomber who detonated bomb in ... <url> bestnaijamade bestnaijamade bestnaijamade beû_
exact,exact_821a6a8678126aa8,6,False,1,True,heldout;train,1,9095;9098;9107;9113;9114;9135,9135,train,1,#Bestnaijamade: 16yr old PKK suicide bomber who detonated bomb in ... http://t.co/KSAwlYuX02 bestnaijamade bestnaijamade bestnaijamade beÛ_,#bestnaijamade: 16yr old pkk suicide bomber who detonated bomb in ... <url> bestnaijamade bestnaijamade bestnaijamade beû_
exact,exact_632e318f6eb52718,5,False,1,True,heldout;train,1,3503;3505;3517;3522;3552,3503,heldout,1,Madhya Pradesh Train Derailment: Village Youth Saved Many Lives,madhya pradesh train derailment: village youth saved many lives
exact,exact_632e318f6eb52718,5,False,1,True,heldout;train,1,3503;3505;3517;3522;3552,3505,heldout,1,Madhya Pradesh Train Derailment: Village Youth Saved Many Lives,madhya pradesh train derailment: village youth saved many lives
exact,exact_632e318f6eb52718,5,False,1,True,heldout;train,1,3503;3505;3517;3522;3552,3517,heldout,1,Madhya Pradesh Train Derailment: Village Youth Saved Many Lives,madhya pradesh train derailment: village youth saved many lives
exact,exact_632e318f6eb52718,5,False,1,True,heldout;train,1,3503;3505;3517;3522;3552,3522,train,1,Madhya Pradesh Train Derailment: Village Youth Saved Many Lives,madhya pradesh train derailment: village youth saved many lives
exact,exact_632e318f6eb52718,5,False,1,True,heldout;train,1,3503;3505;3517;3522;3552,3552,train,1,Madhya Pradesh Train Derailment: Village Youth Saved Many Lives,madhya pradesh train derailment: village youth saved many lives
exact,exact_8583002dd0631091,3,False,0,True,heldout;train,1,6092;6096;6110,6092,train,0,Beware of your temper and a loose tongue! These two dangerous weapons combined can lead a person to the Hellfire #islam!,beware of your temper and a loose tongue! these two dangerous weapons combined can lead a person to the hellfire #islam!
exact,exact_8583002dd0631091,3,False,0,True,heldout;train,1,6092;6096;6110,6096,train,0,Beware of your temper and a loose tongue! These two dangerous weapons combined can lead a person to the Hellfire #islam!,beware of your temper and a loose tongue! these two dangerous weapons combined can lead a person to the hellfire #islam!
exact,exact_8583002dd0631091,3,False,0,True,heldout;train,1,6092;6096;6110,6110,heldout,0,Beware of your temper and a loose tongue! These two dangerous weapons combined can lead a person to the Hellfire #islam!,beware of your temper and a loose tongue! these two dangerous weapons combined can lead a person to the hellfire #islam!
exact,exact_ba6c4b910e9985ec,3,False,0,True,dev;heldout,1,3806;3814;3836,3806,dev,0,@spinningbot Are you another Stand-user? If you are I will have to detonate you with my Killer Queen.,@spinningbot are you another stand-user? if you are i will have to detonate you with my killer queen.
exact,exact_ba6c4b910e9985ec,3,False,0,True,dev;heldout,1,3806;3814;3836,3814,dev,0,@spinningbot Are you another Stand-user? If you are I will have to detonate you with my Killer Queen.,@spinningbot are you another stand-user? if you are i will have to detonate you with my killer queen.
exact,exact_ba6c4b910e9985ec,3,False,0,True,dev;heldout,1,3806;3814;3836,3836,heldout,0,@spinningbot Are you another Stand-user? If you are I will have to detonate you with my Killer Queen.,@spinningbot are you another stand-user? if you are i will have to detonate you with my killer queen.
exact,exact_ef0bddb16ad07678,3,False,0,True,dev;heldout,1,3798;3828;3841,3798,heldout,0,@TinyJecht Are you another Stand-user? If you are I will have to detonate you with my Killer Queen.,@tinyjecht are you another stand-user? if you are i will have to detonate you with my killer queen.
exact,exact_ef0bddb16ad07678,3,False,0,True,dev;heldout,1,3798;3828;3841,3828,heldout,0,@TinyJecht Are you another Stand-user? If you are I will have to detonate you with my Killer Queen.,@tinyjecht are you another stand-user? if you are i will have to detonate you with my killer queen.
exact,exact_ef0bddb16ad07678,3,False,0,True,dev;heldout,1,3798;3828;3841,3841,dev,0,@TinyJecht Are you another Stand-user? If you are I will have to detonate you with my Killer Queen.,@tinyjecht are you another stand-user? if you are i will have to detonate you with my killer queen.
exact,exact_2a31e842dc6ef2dc,2,False,1,True,heldout;train,1,1761;1943,1761,heldout,1,Burning buildings? Media outrage? http://t.co/pHixZnv1YN,burning buildings? media outrage? <url>
exact,exact_2a31e842dc6ef2dc,2,False,1,True,heldout;train,1,1761;1943,1943,train,1,Burning buildings? Media outrage? http://t.co/pHixZnv1YN,burning buildings? media outrage? <url>
exact,exact_32740cd98746e3ed,2,False,1,False,heldout,1,4049;4086,4049,heldout,1,#Myanmar  Displaced #Rohingya at #Sittwe point of no return http://t.co/cgf61fPmR0  #Prison like conditions #genocide IHHen MSF Refugees,#myanmar displaced #rohingya at #sittwe point of no return <url> #prison like conditions #genocide ihhen msf refugees
exact,exact_32740cd98746e3ed,2,False,1,False,heldout,1,4049;4086,4086,heldout,1,#Myanmar  Displaced #Rohingya at #Sittwe point of no return http://t.co/cgf61fPmR0  #Prison like conditions #genocide IHHen MSF Refugees,#myanmar displaced #rohingya at #sittwe point of no return <url> #prison like conditions #genocide ihhen msf refugees
exact,exact_414183dea42b20bb,2,False,1,True,heldout;train,1,4769;4853,4769,train,1,New evacuation ordered for 25 homes in danger of Hwy. 8 fire near Roosevelt Wash. http://t.co/SQsyUeh4yI #KOIN6News http://t.co/199t7ND0pm,new evacuation ordered for 25 homes in danger of hwy. 8 fire near roosevelt wash. <url> #koin6news <url>
exact,exact_414183dea42b20bb,2,False,1,True,heldout;train,1,4769;4853,4853,heldout,1,New evacuation ordered for 25 homes in danger of Hwy. 8 fire near Roosevelt Wash. http://t.co/SQsyUeh4yI #KOIN6News http://t.co/199t7ND0pm,new evacuation ordered for 25 homes in danger of hwy. 8 fire near roosevelt wash. <url> #koin6news <url>
exact,exact_6e34a2fe6f0a0a47,2,False,1,True,heldout;train,1,5382;5387,5382,heldout,1,#SigAlert: North &amp; Southbound 133 closed btwn 5 fwy and Irvine Blvd due to truck fire. CHP is detouring traffic.,#sigalert: north & southbound 133 closed btwn 5 fwy and irvine blvd due to truck fire. chp is detouring traffic.
exact,exact_6e34a2fe6f0a0a47,2,False,1,True,heldout;train,1,5382;5387,5387,train,1,#SigAlert: North &amp; Southbound 133 closed btwn 5 fwy and Irvine Blvd due to truck fire. CHP is detouring traffic.,#sigalert: north & southbound 133 closed btwn 5 fwy and irvine blvd due to truck fire. chp is detouring traffic.
exact,exact_87bb65103f06f5bd,2,False,0,True,heldout;train,1,171;172,171,train,0,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/THyzOMVWU0 | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #IcesÛ_ http://t.co/83jOO0xk29,320 [ir] icemoon [aftershock] | <url> | @djicemoon | #dubstep #trapmusic #dnb #edm #dance #icesû_ <url>
exact,exact_87bb65103f06f5bd,2,False,0,True,heldout;train,1,171;172,172,heldout,0,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/THyzOMVWU0 | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #IcesÛ_ http://t.co/83jOO0xk29,320 [ir] icemoon [aftershock] | <url> | @djicemoon | #dubstep #trapmusic #dnb #edm #dance #icesû_ <url>
exact,exact_901fc90ec145836a,2,False,1,True,heldout;train,1,3905;10080,3905,heldout,1,(#LosDelSonido) Obama Declares Disaster for Typhoon-Devastated Saipan: Obama signs disaster declaration for Northern Ma...  (#IvanBerroa),(#losdelsonido) obama declares disaster for typhoon-devastated saipan: obama signs disaster declaration for northern ma... (#ivanberroa)
exact,exact_901fc90ec145836a,2,False,1,True,heldout;train,1,3905;10080,10080,train,1,(#LosDelSonido) Obama Declares Disaster for Typhoon-Devastated Saipan: Obama signs disaster declaration for Northern Ma...  (#IvanBerroa),(#losdelsonido) obama declares disaster for typhoon-devastated saipan: obama signs disaster declaration for northern ma... (#ivanberroa)
exact,exact_918c67efecfc1802,2,False,0,True,heldout;train,1,59;68,59,heldout,0,Check these out: http://t.co/rOI2NSmEJJ http://t.co/3Tj8ZjiN21 http://t.co/YDUiXEfIpE http://t.co/LxTjc87KLS #nsfw,check these out: <url> <url> <url> <url> #nsfw
exact,exact_918c67efecfc1802,2,False,0,True,heldout;train,1,59;68,68,train,0,Check these out: http://t.co/rOI2NSmEJJ http://t.co/3Tj8ZjiN21 http://t.co/YDUiXEfIpE http://t.co/LxTjc87KLS #nsfw,check these out: <url> <url> <url> <url> #nsfw
exact,exact_9b44e9d13ef0f07d,2,False,1,True,dev;heldout,1,1689;2346,1689,heldout,1,Warne shocked over Australia's epic collapse at Trent Bridge: Johannesburg Aug 06 (ANI): Legendary Australian... http://t.co/LwwoJXtTIV,warne shocked over australia's epic collapse at trent bridge: johannesburg aug 06 (ani): legendary australian... <url>
exact,exact_9b44e9d13ef0f07d,2,False,1,True,dev;heldout,1,1689;2346,2346,dev,1,Warne shocked over Australia's epic collapse at Trent Bridge: Johannesburg Aug 06 (ANI): Legendary Australian... http://t.co/LwwoJXtTIV,warne shocked over australia's epic collapse at trent bridge: johannesburg aug 06 (ani): legendary australian... <url>
exact,exact_a82a04225998272c,2,False,1,True,heldout;train,1,4057;4064,4057,train,1,#KCA #VoteJKT48ID 12News: UPDATE: A family of 3 has been displaced after fired damaged housed near 90th and Osborn. Fire extinguished no iÛ_,#kca #votejkt48id 12news: update: a family of 3 has been displaced after fired damaged housed near 90th and osborn. fire extinguished no iû_
exact,exact_a82a04225998272c,2,False,1,True,heldout;train,1,4057;4064,4064,heldout,1,#KCA #VoteJKT48ID 12News: UPDATE: A family of 3 has been displaced after fired damaged housed near 90th and Osborn. Fire extinguished no iÛ_,#kca #votejkt48id 12news: update: a family of 3 has been displaced after fired damaged housed near 90th and osborn. fire extinguished no iû_
exact,exact_b178f0ea1196b4e0,2,False,0,True,heldout;train,1,6098;6119,6098,train,0,Hellfire! We donÛªt even want to think about it or mention it so letÛªs not do anything that leads to it!,hellfire! we donûat even want to think about it or mention it so letûas not do anything that leads to it!
exact,exact_b178f0ea1196b4e0,2,False,0,True,heldout;train,1,6098;6119,6119,heldout,0,Hellfire! We donÛªt even want to think about it or mention it so letÛªs not do anything that leads to it!,hellfire! we donûat even want to think about it or mention it so letûas not do anything that leads to it!
exact,exact_c536731286e45c6b,2,False,1,False,heldout,1,8064;8084,8064,heldout,1,UD: Rescue (Structural Collapse) - Scott Road @ Ypres Road York (14 Trucks),ud: rescue (structural collapse) - scott road @ ypres road york (14 trucks)
exact,exact_c536731286e45c6b,2,False,1,False,heldout,1,8064;8084,8084,heldout,1,UD: Rescue (Structural Collapse) - Scott Road @ Ypres Road York (14 Trucks),ud: rescue (structural collapse) - scott road @ ypres road york (14 trucks)
exact,exact_c53b710a0832ea4e,2,False,1,True,dev;heldout,1,1725;1941,1725,heldout,1,@themagickidraps not upset with a rally upset with burning buildings businesses executing cops that have nothing to do with it etc,@themagickidraps not upset with a rally upset with burning buildings businesses executing cops that have nothing to do with it etc
exact,exact_c53b710a0832ea4e,2,False,1,True,dev;heldout,1,1725;1941,1941,dev,1,@themagickidraps not upset with a rally upset with burning buildings businesses executing cops that have nothing to do with it etc,@themagickidraps not upset with a rally upset with burning buildings businesses executing cops that have nothing to do with it etc
exact,exact_e374301f1bb28a8c,2,False,1,False,heldout,1,4373;10220,4373,heldout,1,USGS reports a M1.94 #earthquake 5km S of Volcano Hawaii on 8/6/15 @ 1:04:01 UTC http://t.co/Njd28pg9Xv #quake,usgs reports a m1.94 #earthquake 5km s of volcano hawaii on 8/6/15 @ 1:04:01 utc <url> #quake
exact,exact_e374301f1bb28a8c,2,False,1,False,heldout,1,4373;10220,10220,heldout,1,USGS reports a M1.94 #earthquake 5km S of Volcano Hawaii on 8/6/15 @ 1:04:01 UTC http://t.co/Njd28pg9Xv #quake,usgs reports a m1.94 #earthquake 5km s of volcano hawaii on 8/6/15 @ 1:04:01 utc <url> #quake
exact,exact_e632eccc7991de6d,2,False,0,True,heldout;train,1,156;165,156,train,0,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/vAM5POdGyw | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #IcesÛ_ http://t.co/zEVakJaPcz,320 [ir] icemoon [aftershock] | <url> | @djicemoon | #dubstep #trapmusic #dnb #edm #dance #icesû_ <url>
exact,exact_e632eccc7991de6d,2,False,0,True,heldout;train,1,156;165,165,heldout,0,320 [IR] ICEMOON [AFTERSHOCK] | http://t.co/vAM5POdGyw | @djicemoon | #Dubstep #TrapMusic #DnB #EDM #Dance #IcesÛ_ http://t.co/zEVakJaPcz,320 [ir] icemoon [aftershock] | <url> | @djicemoon | #dubstep #trapmusic #dnb #edm #dance #icesû_ <url>
exact,exact_f4ba33e8dd49ae42,2,False,1,False,heldout,1,6165;6181,6165,heldout,1,Swansea Û÷plot hijack transfer move for Southampton target Virgil van DijkÛª http://t.co/PVmr38LnvA,swansea û÷plot hijack transfer move for southampton target virgil van dijkûa <url>
exact,exact_f4ba33e8dd49ae42,2,False,1,False,heldout,1,6165;6181,6181,heldout,1,Swansea Û÷plot hijack transfer move for Southampton target Virgil van DijkÛª http://t.co/PVmr38LnvA,swansea û÷plot hijack transfer move for southampton target virgil van dijkûa <url>
