id,y_true,old_pred,new_pred,category,baseline_model,candidate_model,ticket
25,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
25,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
25,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
25,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
25,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
25,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
25,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
25,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
25,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
25,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
26,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
28,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
31,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
33,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
36,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
50,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
52,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
57,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
59,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
62,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
67,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
71,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
77,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
78,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
79,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
83,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
86,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
97,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
97,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
97,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
97,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
97,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
97,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
97,1,1,0,new_fn,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
97,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
97,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
97,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
97,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
97,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
100,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
104,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
105,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
105,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
105,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
105,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
105,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
105,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
105,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
105,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
105,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
105,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
105,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
105,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
107,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
110,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
110,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
110,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
110,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
110,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
110,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
110,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
110,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
110,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
110,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
110,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
110,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
113,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
114,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
117,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
118,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
126,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
129,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
131,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
132,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
133,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
137,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
139,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
161,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
164,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
164,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
164,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
164,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
164,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
164,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
164,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
164,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
164,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
164,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
