id,y_true,old_pred,new_pred,category,baseline_model,candidate_model,probe
1211,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1213,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1217,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1221,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1230,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1241,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1249,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1259,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1264,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1267,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1272,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1294,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1296,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1297,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1303,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1304,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1315,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1317,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1324,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1334,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1337,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1338,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1347,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1348,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1360,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1365,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1380,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1389,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1401,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1402,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1405,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1409,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1412,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1421,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1425,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1431,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1432,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1440,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1444,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1445,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1449,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1459,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1475,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1479,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1487,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1488,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1503,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1507,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1509,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1520,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1522,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1526,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1547,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1555,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1562,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1567,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1568,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1570,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1599,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1604,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1605,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1611,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1622,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1625,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1628,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1631,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1638,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1645,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1646,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1648,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1649,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1666,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1670,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1671,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1677,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1684,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1688,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1689,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1699,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1700,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1710,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1719,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1724,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1725,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1737,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1744,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1757,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1761,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1766,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1768,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1771,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1772,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1796,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1815,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1818,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1847,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1853,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1873,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1875,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1882,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1898,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1905,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1917,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1918,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1927,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1945,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1956,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1967,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
1973,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
